user_id,age,platform,daily_usage_minutes,content_type,engagement_score,mental_fatigue_level,date
3971,33,TikTok,311,Posts,3.19,6,2023-06-15 10:00:00
3978,23,TikTok,47,Shorts,9.07,1,2023-06-15 17:00:00
3979,56,TikTok,135,Reels,7.04,5,2023-06-15 18:00:00
3983,44,TikTok,90,Shorts,8.93,6,2023-06-15 22:00:00
3994,51,TikTok,250,Posts,0.68,3,2023-06-16 09:00:00
3998,34,TikTok,73,Stories,8.93,9,2023-06-16 13:00:00
4002,27,TikTok,76,Posts,1.33,2,2023-06-16 17:00:00
4003,52,TikTok,100,Stories,1.82,5,2023-06-16 18:00:00
4005,38,TikTok,232,Posts,4.46,5,2023-06-16 20:00:00
4006,41,TikTok,303,Reels,8.69,2,2023-06-16 21:00:00
4011,25,TikTok,285,Live,3.01,2,2023-06-17 02:00:00
4037,52,TikTok,227,Live,7.04,4,2023-06-18 04:00:00
4043,62,TikTok,129,Posts,3.45,3,2023-06-18 10:00:00
4060,24,TikTok,39,Shorts,2.32,8,2023-06-19 03:00:00
4062,53,TikTok,252,Reels,1.59,6,2023-06-19 05:00:00
4067,60,TikTok,321,Shorts,6.17,10,2023-06-19 10:00:00
4086,16,TikTok,253,Stories,2.94,4,2023-06-20 05:00:00
4094,59,TikTok,62,Live,3.3,6,2023-06-20 13:00:00
4097,61,TikTok,253,Reels,8.58,3,2023-06-20 16:00:00
4100,53,TikTok,110,Stories,8.57,5,2023-06-20 19:00:00
4102,17,TikTok,78,Reels,7.59,6,2023-06-20 21:00:00
4103,37,TikTok,258,Stories,3.77,8,2023-06-20 22:00:00
4108,50,TikTok,236,Posts,3.99,10,2023-06-21 03:00:00
4110,18,TikTok,63,Stories,8.68,3,2023-06-21 05:00:00
4114,27,TikTok,74,Live,9.94,9,2023-06-21 09:00:00
4117,58,TikTok,206,Live,6.82,10,2023-06-21 12:00:00
4118,40,TikTok,211,Posts,9.4,5,2023-06-21 13:00:00
4122,16,TikTok,255,Shorts,9.56,1,2023-06-21 17:00:00
4126,62,TikTok,208,Reels,3.56,10,2023-06-21 21:00:00
4127,32,TikTok,29,Stories,7.43,8,2023-06-21 22:00:00
4128,55,TikTok,45,Posts,2.71,1,2023-06-21 23:00:00
4130,27,TikTok,8,Posts,8.95,5,2023-06-22 01:00:00
4133,62,TikTok,121,Shorts,3.03,3,2023-06-22 04:00:00
4137,52,TikTok,149,Posts,1.57,2,2023-06-22 08:00:00
4142,40,TikTok,28,Posts,3.98,5,2023-06-22 13:00:00
4149,51,TikTok,89,Shorts,1.54,5,2023-06-22 20:00:00
4155,47,TikTok,293,Shorts,1.9,6,2023-06-23 02:00:00
4158,48,TikTok,46,Live,6.43,2,2023-06-23 05:00:00
4168,56,TikTok,167,Shorts,7.43,3,2023-06-23 15:00:00
4170,49,TikTok,329,Posts,5.29,5,2023-06-23 17:00:00
4178,19,TikTok,261,Stories,8.1,10,2023-06-24 01:00:00
4181,24,TikTok,225,Live,5.32,8,2023-06-24 04:00:00
4182,20,TikTok,73,Reels,7.91,2,2023-06-24 05:00:00
4190,56,TikTok,133,Posts,9.05,10,2023-06-24 13:00:00
4200,34,TikTok,26,Reels,3.72,1,2023-06-24 23:00:00
4207,46,TikTok,155,Live,9.45,7,2023-06-25 06:00:00
4209,26,TikTok,222,Reels,4.62,7,2023-06-25 08:00:00
4217,46,TikTok,21,Stories,8.6,6,2023-06-25 16:00:00
4221,64,TikTok,87,Reels,8.02,5,2023-06-25 20:00:00
4222,20,TikTok,310,Live,2.26,4,2023-06-25 21:00:00
4225,26,TikTok,266,Live,1.43,10,2023-06-26 00:00:00
4227,53,TikTok,10,Shorts,5.99,6,2023-06-26 02:00:00
4228,42,TikTok,121,Shorts,6.73,8,2023-06-26 03:00:00
4229,49,TikTok,122,Shorts,3.19,9,2023-06-26 04:00:00
4231,47,TikTok,357,Posts,5.68,7,2023-06-26 06:00:00
4232,36,TikTok,133,Live,4.5,5,2023-06-26 07:00:00
4238,33,TikTok,101,Shorts,5.84,9,2023-06-26 13:00:00
4239,29,TikTok,21,Stories,9.28,2,2023-06-26 14:00:00
4241,61,TikTok,105,Reels,4.21,10,2023-06-26 16:00:00
4243,46,TikTok,188,Live,5.47,3,2023-06-26 18:00:00
4244,45,TikTok,219,Live,8.76,10,2023-06-26 19:00:00
4252,58,TikTok,106,Shorts,1.08,7,2023-06-27 03:00:00
4258,28,TikTok,35,Reels,1.61,4,2023-06-27 09:00:00
4260,46,TikTok,193,Stories,6.91,1,2023-06-27 11:00:00
4266,19,TikTok,56,Shorts,6.05,10,2023-06-27 17:00:00
4282,59,TikTok,200,Reels,6.17,7,2023-06-28 09:00:00
4289,17,TikTok,71,Stories,6.84,9,2023-06-28 16:00:00
4291,23,TikTok,327,Reels,3.54,8,2023-06-28 18:00:00
4303,32,TikTok,52,Stories,5.59,3,2023-06-29 06:00:00
4311,52,TikTok,308,Stories,3.03,6,2023-06-29 14:00:00
4316,43,TikTok,96,Stories,5.06,9,2023-06-29 19:00:00
4322,55,TikTok,203,Posts,7.44,2,2023-06-30 01:00:00
4333,28,TikTok,348,Reels,1.79,7,2023-06-30 12:00:00
4348,35,TikTok,291,Stories,9.76,10,2023-07-01 03:00:00
4354,42,TikTok,8,Stories,7.35,3,2023-07-01 09:00:00
4362,42,TikTok,131,Stories,4.64,3,2023-07-01 17:00:00
4367,41,TikTok,322,Reels,0.97,4,2023-07-01 22:00:00
4379,49,TikTok,7,Reels,0.71,3,2023-07-02 10:00:00
4388,27,TikTok,141,Posts,2.21,5,2023-07-02 19:00:00
4394,22,TikTok,125,Posts,9.05,5,2023-07-03 01:00:00
4395,41,TikTok,94,Shorts,7.92,9,2023-07-03 02:00:00
4396,55,TikTok,324,Posts,0.92,5,2023-07-03 03:00:00
4408,56,TikTok,64,Reels,0.77,6,2023-07-03 15:00:00
4414,43,TikTok,307,Shorts,5.52,5,2023-07-03 21:00:00
4416,42,TikTok,338,Shorts,2.67,10,2023-07-03 23:00:00
4419,50,TikTok,27,Shorts,9.15,1,2023-07-04 02:00:00
4435,49,TikTok,227,Reels,8.39,3,2023-07-04 18:00:00
4436,64,TikTok,160,Reels,7.73,2,2023-07-04 19:00:00
4445,25,TikTok,106,Posts,4.03,7,2023-07-05 04:00:00
4454,62,TikTok,127,Shorts,6.78,6,2023-07-05 13:00:00
4456,43,TikTok,232,Reels,7.96,1,2023-07-05 15:00:00
4458,53,TikTok,234,Shorts,4.98,5,2023-07-05 17:00:00
4463,28,TikTok,139,Posts,6.97,3,2023-07-05 22:00:00
4474,54,TikTok,20,Shorts,2.35,4,2023-07-06 09:00:00
4482,46,TikTok,98,Shorts,9.38,4,2023-07-06 17:00:00
4491,25,TikTok,228,Shorts,3.14,1,2023-07-07 02:00:00
4493,32,TikTok,281,Live,0.71,6,2023-07-07 04:00:00
4496,62,TikTok,135,Reels,9.09,5,2023-07-07 07:00:00
4501,64,TikTok,24,Live,3.97,10,2023-07-07 12:00:00
4503,40,TikTok,314,Posts,2.96,10,2023-07-07 14:00:00
4511,47,TikTok,167,Posts,4.54,10,2023-07-07 22:00:00
4512,54,TikTok,206,Posts,9.93,9,2023-07-07 23:00:00
4514,16,TikTok,351,Posts,7.87,3,2023-07-08 01:00:00
4516,38,TikTok,18,Live,5.23,9,2023-07-08 03:00:00
4519,49,TikTok,261,Posts,3.47,1,2023-07-08 06:00:00
4524,21,TikTok,168,Shorts,0.82,1,2023-07-08 11:00:00
4532,62,TikTok,206,Shorts,0.51,9,2023-07-08 19:00:00
4536,18,TikTok,335,Reels,2.77,5,2023-07-08 23:00:00
4537,41,TikTok,238,Live,4.75,9,2023-07-09 00:00:00
4548,55,TikTok,45,Shorts,0.94,7,2023-07-09 11:00:00
4554,39,TikTok,67,Stories,9.58,8,2023-07-09 17:00:00
4566,21,TikTok,48,Stories,9.18,6,2023-07-10 05:00:00
4571,34,TikTok,59,Posts,5.2,9,2023-07-10 10:00:00
4574,58,TikTok,260,Shorts,3.79,2,2023-07-10 13:00:00
4583,37,TikTok,264,Shorts,4.1,2,2023-07-10 22:00:00
4585,23,TikTok,335,Stories,4.47,2,2023-07-11 00:00:00
4587,29,TikTok,324,Stories,6.14,5,2023-07-11 02:00:00
4598,20,TikTok,65,Live,1.61,7,2023-07-11 13:00:00
4603,48,TikTok,43,Live,0.88,6,2023-07-11 18:00:00
4604,20,TikTok,127,Reels,7.16,9,2023-07-11 19:00:00
4613,20,TikTok,150,Reels,8.52,2,2023-07-12 04:00:00
4619,48,TikTok,140,Shorts,7.61,6,2023-07-12 10:00:00
4620,28,TikTok,245,Live,5.18,7,2023-07-12 11:00:00
4621,35,TikTok,348,Stories,3.37,6,2023-07-12 12:00:00
4627,34,TikTok,199,Reels,2.79,5,2023-07-12 18:00:00
4645,20,TikTok,314,Stories,0.8,3,2023-07-13 12:00:00
4647,41,TikTok,338,Posts,6.72,2,2023-07-13 14:00:00
4650,64,TikTok,209,Stories,8.11,6,2023-07-13 17:00:00
4665,37,TikTok,321,Reels,8.55,7,2023-07-14 08:00:00
4670,44,TikTok,311,Posts,3.08,3,2023-07-14 13:00:00
4674,42,TikTok,325,Reels,5.97,8,2023-07-14 17:00:00
4681,62,TikTok,142,Shorts,6.76,3,2023-07-15 00:00:00
4687,21,TikTok,142,Posts,2.31,10,2023-07-15 06:00:00
4689,42,TikTok,103,Stories,4.86,7,2023-07-15 08:00:00
4692,48,TikTok,331,Stories,1.99,6,2023-07-15 11:00:00
4697,51,TikTok,51,Posts,2.1,6,2023-07-15 16:00:00
4703,41,TikTok,150,Stories,9.25,7,2023-07-15 22:00:00
4707,37,TikTok,155,Posts,7.33,10,2023-07-16 02:00:00
4708,63,TikTok,25,Posts,1.09,9,2023-07-16 03:00:00
4725,34,TikTok,138,Stories,2.88,2,2023-07-16 20:00:00
4728,51,TikTok,83,Live,4.43,5,2023-07-16 23:00:00
4729,24,TikTok,254,Live,8.84,4,2023-07-17 00:00:00
4735,21,TikTok,176,Posts,4.16,6,2023-07-17 06:00:00
4736,63,TikTok,21,Live,4.87,2,2023-07-17 07:00:00
4737,53,TikTok,227,Posts,1.96,2,2023-07-17 08:00:00
4741,50,TikTok,238,Stories,6.3,10,2023-07-17 12:00:00
4743,40,TikTok,56,Shorts,7.27,10,2023-07-17 14:00:00
4745,62,TikTok,328,Live,9.84,8,2023-07-17 16:00:00
4747,19,TikTok,188,Stories,4.77,2,2023-07-17 18:00:00
4754,32,TikTok,291,Shorts,7.85,10,2023-07-18 01:00:00
4756,56,TikTok,110,Shorts,2.44,7,2023-07-18 03:00:00
4757,57,TikTok,17,Shorts,0.73,8,2023-07-18 04:00:00
4761,54,TikTok,145,Posts,4.64,2,2023-07-18 08:00:00
4764,62,TikTok,61,Posts,1.75,4,2023-07-18 11:00:00
4767,48,TikTok,137,Shorts,3.83,3,2023-07-18 14:00:00
4768,61,TikTok,167,Posts,3.4,2,2023-07-18 15:00:00
4770,58,TikTok,187,Live,4.4,8,2023-07-18 17:00:00
4772,49,TikTok,329,Shorts,0.6,6,2023-07-18 19:00:00
4779,33,TikTok,245,Posts,7.19,9,2023-07-19 02:00:00
4780,45,TikTok,158,Posts,1.24,3,2023-07-19 03:00:00
4785,34,TikTok,90,Posts,9.15,3,2023-07-19 08:00:00
4786,51,TikTok,181,Live,4.4,2,2023-07-19 09:00:00
4787,28,TikTok,263,Reels,5.61,7,2023-07-19 10:00:00
4790,25,TikTok,146,Live,0.94,2,2023-07-19 13:00:00
4792,16,TikTok,207,Live,1.11,7,2023-07-19 15:00:00
4799,24,TikTok,285,Live,3.15,4,2023-07-19 22:00:00
4803,54,TikTok,230,Live,5.45,2,2023-07-20 02:00:00
4807,52,TikTok,213,Reels,5.21,4,2023-07-20 06:00:00
4808,24,TikTok,117,Live,7.2,7,2023-07-20 07:00:00
4816,58,TikTok,56,Stories,8.53,1,2023-07-20 15:00:00
4819,43,TikTok,18,Shorts,2.89,4,2023-07-20 18:00:00
4836,53,TikTok,276,Live,5.43,5,2023-07-21 11:00:00
4837,16,TikTok,160,Posts,7.74,5,2023-07-21 12:00:00
4840,36,TikTok,14,Posts,4.79,1,2023-07-21 15:00:00
4845,25,TikTok,279,Shorts,7.9,5,2023-07-21 20:00:00
4847,36,TikTok,72,Shorts,4.59,6,2023-07-21 22:00:00
4850,60,TikTok,46,Reels,1.01,9,2023-07-22 01:00:00
4851,62,TikTok,155,Shorts,2.37,4,2023-07-22 02:00:00
4853,34,TikTok,138,Shorts,5.99,2,2023-07-22 04:00:00
4863,40,TikTok,149,Live,5.33,5,2023-07-22 14:00:00
4865,39,TikTok,310,Reels,0.93,2,2023-07-22 16:00:00
4866,40,TikTok,80,Shorts,7.3,7,2023-07-22 17:00:00
4869,47,TikTok,193,Reels,2.09,8,2023-07-22 20:00:00
4871,20,TikTok,50,Stories,8.07,10,2023-07-22 22:00:00
4874,57,TikTok,265,Posts,5.63,4,2023-07-23 01:00:00
4880,64,TikTok,85,Posts,5.1,9,2023-07-23 07:00:00
4893,27,TikTok,234,Reels,5.58,1,2023-07-23 20:00:00
4896,18,TikTok,114,Stories,1.43,4,2023-07-23 23:00:00
4900,44,TikTok,189,Shorts,7.63,9,2023-07-24 03:00:00
4909,38,TikTok,144,Stories,3.5,6,2023-07-24 12:00:00
4910,60,TikTok,306,Shorts,2.9,3,2023-07-24 13:00:00
4911,32,TikTok,290,Reels,5.39,10,2023-07-24 14:00:00
4914,17,TikTok,36,Shorts,7.43,5,2023-07-24 17:00:00
4919,45,TikTok,78,Stories,8.23,2,2023-07-24 22:00:00
4921,48,TikTok,128,Shorts,7.66,4,2023-07-25 00:00:00
4938,62,TikTok,236,Posts,6.44,5,2023-07-25 17:00:00
4940,30,TikTok,222,Shorts,8.13,3,2023-07-25 19:00:00
4943,23,TikTok,315,Posts,6.64,3,2023-07-25 22:00:00
4945,24,TikTok,84,Live,2.7,9,2023-07-26 00:00:00
4956,44,TikTok,116,Live,7.31,3,2023-07-26 11:00:00
4957,49,TikTok,179,Reels,6.53,7,2023-07-26 12:00:00
4960,49,TikTok,8,Reels,4.08,2,2023-07-26 15:00:00
4963,62,TikTok,175,Posts,0.64,10,2023-07-26 18:00:00
4972,22,TikTok,8,Reels,0.89,4,2023-07-27 03:00:00
4982,64,TikTok,180,Live,2.01,5,2023-07-27 13:00:00
4987,30,TikTok,232,Live,3.1,5,2023-07-27 18:00:00
4989,58,TikTok,295,Live,1.15,1,2023-07-27 20:00:00
4991,41,TikTok,255,Live,4.78,3,2023-07-27 22:00:00
4997,44,TikTok,305,Live,2.0,3,2023-07-28 04:00:00
